Rings,"Sex (1 – male, 2 – female, 3 – uvenil)",Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
10,1,0.69,0.505,0.2,1.872,0.893,0.4015,0.48
14,2,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115
9,1,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785
9,2,0.44,0.34,0.14,0.482,0.186,0.1085,0.16
12,1,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36
7,3,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735
9,2,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341
9,1,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308
13,1,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265
10,2,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28
10,1,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425
9,2,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
10,3,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22
14,2,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38
12,2,0.635,0.51,0.185,1.286,0.526,0.295,0.4105
7,1,0.47,0.36,0.105,0.544,0.27,0.1395,0.129
9,1,0.555,0.455,0.135,0.837,0.382,0.171,0.235
13,2,0.45,0.35,0.135,0.56,0.231,0.137,0.145
10,2,0.455,0.36,0.11,0.4385,0.206,0.098,0.125
9,1,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595
10,1,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075
11,1,0.565,0.455,0.155,0.9355,0.421,0.183,0.26
7,3,0.435,0.325,0.1,0.366,0.174,0.0725,0.109
9,1,0.6,0.47,0.13,1.0105,0.423,0.219,0.298
6,3,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054
11,3,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186
10,1,0.69,0.53,0.19,1.5955,0.678,0.331,0.48
8,3,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305
9,1,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29
13,2,0.46,0.355,0.13,0.458,0.192,0.1055,0.13
7,3,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095
8,1,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19
10,2,0.6,0.47,0.15,0.922,0.363,0.194,0.305
7,1,0.56,0.45,0.14,0.9,0.472,0.182,0.218
7,3,0.36,0.265,0.095,0.2315,0.105,0.046,0.075
9,2,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42
7,3,0.485,0.37,0.115,0.637,0.38,0.1335,0.128
9,1,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13
8,3,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04
11,2,0.625,0.49,0.155,1.2085,0.465,0.162,0.411
8,1,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15
6,2,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225
8,1,0.515,0.395,0.135,1.007,0.472,0.2495,0.252
11,1,0.65,0.525,0.175,1.4715,0.675,0.315,0.399
7,3,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405
10,3,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085
7,3,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135
13,1,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
15,1,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195
9,1,0.44,0.375,0.13,0.487,0.226,0.0965,0.155
5,2,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07
11,1,0.66,0.515,0.2,1.6465,0.749,0.422,0.401
11,1,0.63,0.515,0.175,1.1955,0.492,0.247,0.37
12,1,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2
9,3,0.335,0.24,0.095,0.17,0.062,0.039,0.055
9,2,0.46,0.355,0.13,0.517,0.2205,0.114,0.165
8,2,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16
10,1,0.535,0.42,0.145,0.791,0.33,0.189,0.25
6,3,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755
8,1,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955
13,1,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355
7,3,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075
11,2,0.61,0.495,0.16,1.089,0.469,0.198,0.384
6,3,0.42,0.315,0.115,0.355,0.1895,0.065,0.087
11,2,0.63,0.495,0.165,1.3075,0.599,0.284,0.315
7,3,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815
11,2,0.46,0.38,0.13,0.639,0.3,0.1525,0.16
7,3,0.315,0.235,0.07,0.149,0.058,0.0325,0.047
9,1,0.595,0.475,0.165,1.213,0.621,0.2435,0.274
10,2,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
7,3,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575
7,3,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032
7,3,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08
16,3,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425
8,1,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146
9,2,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845
10,2,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
8,3,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081
10,1,0.46,0.35,0.12,0.515,0.224,0.108,0.1565
9,1,0.55,0.435,0.11,0.806,0.3415,0.203,0.215
10,1,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465
10,2,0.525,0.415,0.15,0.7055,0.329,0.147,0.199
15,1,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
19,1,0.56,0.45,0.185,1.07,0.3805,0.175,0.41
6,3,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085
9,1,0.625,0.495,0.155,1.025,0.46,0.1945,0.34
11,2,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49
8,3,0.485,0.375,0.13,0.5535,0.266,0.112,0.157
14,2,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36
9,3,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15
9,1,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33
16,1,0.635,0.515,0.17,1.275,0.509,0.286,0.34
6,2,0.345,0.25,0.09,0.203,0.078,0.059,0.055
10,3,0.55,0.445,0.11,0.7935,0.378,0.142,0.26
5,3,0.25,0.18,0.06,0.073,0.028,0.017,0.0225
13,1,0.76,0.605,0.215,2.173,0.801,0.4915,0.646
10,1,0.53,0.435,0.155,0.699,0.288,0.1595,0.205
10,1,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405
11,1,0.6,0.475,0.15,1.089,0.5195,0.223,0.292
18,1,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61
12,2,0.49,0.38,0.13,0.539,0.229,0.1355,0.165
16,1,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665
15,2,0.6,0.47,0.2,1.031,0.392,0.2035,0.29
12,1,0.63,0.49,0.18,1.13,0.458,0.2765,0.315
6,3,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055
9,1,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354
8,1,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
10,3,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215
11,1,0.65,0.5,0.155,1.202,0.565,0.3135,0.294
11,3,0.56,0.435,0.135,0.72,0.329,0.103,0.251
8,1,0.39,0.285,0.095,0.271,0.11,0.06,0.08
13,2,0.475,0.35,0.115,0.487,0.194,0.1455,0.125
3,1,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01
7,1,0.505,0.4,0.15,0.775,0.3445,0.157,0.185
9,1,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
9,1,0.4,0.3,0.125,0.417,0.191,0.09,0.1175
13,2,0.51,0.38,0.13,0.584,0.224,0.1355,0.185
8,1,0.475,0.36,0.12,0.578,0.2825,0.12,0.17
11,2,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
11,1,0.57,0.48,0.175,1.185,0.474,0.261,0.38
7,1,0.565,0.415,0.125,0.667,0.302,0.1545,0.185
13,2,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405
11,2,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18
10,2,0.455,0.375,0.125,0.458,0.1985,0.111,0.12
9,2,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785
10,1,0.625,0.49,0.12,0.8765,0.456,0.18,0.233
10,3,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135
14,3,0.43,0.34,0.125,0.384,0.1375,0.061,0.146
8,1,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
9,1,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
14,2,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315
18,2,0.6,0.475,0.18,1.162,0.511,0.2675,0.32
9,1,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185
20,1,0.565,0.435,0.185,1.032,0.354,0.2045,0.31
8,3,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335
13,1,0.545,0.42,0.13,0.879,0.374,0.1695,0.23
12,2,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
9,2,0.64,0.525,0.175,1.382,0.646,0.3115,0.37
8,3,0.41,0.315,0.1,0.3,0.124,0.0575,0.1
11,2,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357
10,2,0.66,0.53,0.17,1.431,0.622,0.309,0.398
10,1,0.61,0.45,0.15,0.871,0.407,0.1835,0.25
9,3,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164
13,2,0.43,0.335,0.12,0.444,0.155,0.1145,0.14
10,2,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
9,1,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
11,2,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35
7,3,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585
8,3,0.36,0.27,0.09,0.232,0.12,0.0435,0.056
10,1,0.485,0.355,0.12,0.547,0.215,0.1615,0.14
12,1,0.46,0.355,0.11,0.415,0.215,0.082,0.13
10,2,0.41,0.325,0.105,0.3635,0.159,0.077,0.12
13,1,0.63,0.515,0.155,1.259,0.4105,0.197,0.41
15,3,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33
8,1,0.47,0.365,0.12,0.612,0.327,0.15,0.14
6,3,0.44,0.345,0.115,0.545,0.269,0.111,0.1305
9,1,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315
11,2,0.725,0.53,0.19,1.7315,0.83,0.398,0.405
17,2,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625
9,1,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
11,3,0.47,0.35,0.13,0.466,0.1845,0.099,0.145
14,1,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235
12,1,0.63,0.505,0.175,1.221,0.555,0.252,0.34
12,1,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705
9,1,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235
9,1,0.48,0.375,0.145,0.777,0.216,0.13,0.17
12,2,0.48,0.38,0.145,0.59,0.232,0.141,0.23
6,3,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405
17,2,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305
9,2,0.625,0.485,0.2,1.38,0.5845,0.302,0.401
9,1,0.58,0.445,0.16,0.984,0.49,0.201,0.27
10,1,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
7,3,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325
6,3,0.325,0.27,0.1,0.185,0.08,0.0435,0.065
9,2,0.55,0.44,0.125,0.765,0.33,0.2125,0.245
9,2,0.51,0.37,NA,1.183,0.508,0.292,0.343
8,3,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645
12,2,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
7,3,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
10,1,0.54,0.42,0.19,0.6855,0.293,0.163,0.38
11,2,0.62,0.5,0.175,1.107,0.4895,0.24,0.343
4,3,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085
12,2,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
10,1,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405
5,3,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082
4,3,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255
10,2,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
27,1,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885
15,2,0.64,0.54,0.175,1.221,0.51,0.259,0.39
9,3,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755
13,1,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215
8,3,0.5,0.385,0.12,0.516,0.197,0.1305,0.165
9,1,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
9,2,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352
10,1,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
9,2,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239
14,3,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345
6,3,0.28,0.205,0.07,0.1015,0.041,0.03,0.03
16,2,0.57,0.465,0.18,0.9995,0.405,0.277,0.295
14,1,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925
9,2,0.515,0.4,0.115,0.578,0.191,0.1445,0.17
7,3,0.435,0.335,0.095,0.298,0.109,0.058,0.115
10,3,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235
8,3,0.475,0.355,0.105,0.468,0.201,0.1115,0.12
10,1,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355
11,2,0.725,0.6,0.2,1.737,0.697,0.3585,0.595
8,3,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
9,3,0.575,0.45,0.145,0.872,0.4675,0.18,0.217
12,1,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17
7,2,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129
9,3,0.295,0.225,0.08,0.124,0.0485,0.032,0.04
4,3,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215
7,3,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11
8,3,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109
6,3,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
9,1,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315
11,1,0.68,0.52,0.175,1.543,0.7525,0.351,0.374
9,1,0.545,0.41,0.14,0.737,0.349,0.15,0.212
9,2,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385
10,1,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635
12,2,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3
8,1,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15
9,2,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
17,1,0.655,0.485,0.195,1.62,0.6275,0.358,0.485
9,1,0.625,0.47,0.15,1.124,0.556,0.2315,0.287
11,1,0.6,0.46,0.17,1.1805,0.456,0.337,0.329
5,3,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038
8,3,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12
9,2,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
8,1,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
12,1,0.535,0.44,0.15,0.6765,0.256,0.139,0.26
7,1,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143
10,1,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275
14,2,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
11,1,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405
10,2,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395
11,1,0.73,0.575,0.21,2.069,0.9285,0.409,0.643
13,1,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305
10,2,0.615,0.5,0.165,1.327,0.6,0.3015,0.355
11,1,0.635,0.52,0.175,1.292,0.6,0.269,0.367
13,1,0.58,0.46,0.13,0.921,0.357,0.181,0.29
8,3,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105
12,1,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305
10,2,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135
12,1,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865
9,1,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343
5,3,0.27,0.2,0.07,0.1,0.034,0.0245,0.035
13,3,0.48,0.37,0.12,0.514,0.2075,0.131,0.155
8,3,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
14,1,0.43,0.33,0.095,0.34,0.1315,0.085,0.112
4,3,0.255,0.18,0.055,0.083,0.031,0.0215,0.02
9,3,0.455,0.37,0.125,0.433,0.201,0.1265,0.145
9,1,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
10,1,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485
10,1,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081
9,2,0.405,0.325,0.11,0.3555,0.151,0.063,0.117
9,1,0.6,0.47,0.165,1.059,0.504,0.241,0.275
11,1,0.5,0.39,0.13,0.709,0.275,0.168,0.18
10,1,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745
8,1,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235
7,1,0.32,0.24,0.085,0.17,0.0655,0.047,0.049
12,2,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516
9,1,0.725,0.57,0.19,2.3305,1.253,0.541,0.52
6,3,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041
6,3,0.33,0.24,0.075,0.163,0.0745,0.033,0.048
16,1,0.59,0.45,0.185,1.283,0.473,0.276,0.425
11,3,0.465,0.38,0.13,0.454,0.1895,0.08,0.155
6,3,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615
7,3,0.375,0.28,0.085,0.3155,0.187,0.046,0.067
5,3,0.255,0.19,0.07,0.0815,0.028,0.016,0.031
10,3,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
11,2,0.63,0.48,0.16,1.199,0.5265,0.335,0.315
11,1,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42
8,1,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159
11,2,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461
4,3,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005
14,2,0.58,0.475,0.135,0.925,0.391,0.165,0.275
6,1,0.32,0.24,0.08,0.18,0.08,0.0385,0.055
7,1,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095
5,3,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01
8,1,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605
9,3,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142
6,3,0.41,0.325,0.1,0.3245,0.132,0.072,0.106
15,1,0.605,0.49,0.155,1.153,0.503,0.2505,0.295
11,1,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399
13,1,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325
10,1,0.6,0.47,0.16,1.012,0.441,0.2015,0.305
10,1,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
11,3,0.44,0.31,0.115,0.3625,0.134,0.082,0.12
11,1,0.455,0.35,0.105,0.416,0.1625,0.097,0.145
12,2,0.645,0.52,0.19,1.3105,0.58,0.288,0.37
10,2,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43
7,2,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164
13,1,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337
10,1,0.645,0.505,0.185,1.463,0.592,0.3905,0.416
9,2,0.745,0.57,0.215,2.25,1.1565,0.446,0.558
8,1,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115
9,2,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215
8,2,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175
10,3,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
9,3,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229
13,3,0.425,0.345,0.125,0.425,0.16,0.0795,0.154
3,3,0.195,0.15,0.045,0.0375,0.018,0.006,0.011
10,1,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295
9,2,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315
7,3,0.41,0.31,0.09,0.339,0.155,0.0695,0.09
10,2,0.615,0.475,0.155,1.115,0.484,0.2115,0.355
11,2,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345
8,3,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126
12,1,0.55,0.41,0.15,0.785,0.282,0.186,0.275
8,3,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175
6,3,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03
7,3,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075
11,1,0.745,0.565,0.215,1.931,0.896,0.4585,0.5
18,2,0.465,0.35,0.13,0.494,0.1945,0.103,0.155
15,2,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195
9,3,0.5,0.375,0.12,0.542,0.215,0.116,0.17
7,3,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185
19,1,0.63,0.515,0.16,1.016,0.4215,0.244,0.355
14,2,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925
9,2,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
9,1,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29
9,2,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245
9,3,0.475,0.375,0.11,0.456,0.182,0.099,0.16
7,3,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
11,3,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07
6,3,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08
8,1,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075
11,1,0.655,0.525,0.16,1.46,0.686,0.311,0.405
10,2,0.565,0.455,0.13,1.058,0.439,0.2645,0.3
11,1,0.64,0.505,0.18,1.297,0.59,0.3125,0.363
8,1,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175
10,1,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
7,3,0.39,0.31,0.085,0.344,0.181,0.0695,0.079
11,2,0.64,0.5,0.18,1.4995,0.593,0.314,0.431
8,2,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
16,1,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465
12,2,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155
8,2,0.635,0.5,0.19,1.29,0.593,0.3045,0.352
10,3,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615
